date,station_name_ja,prec_no,block_no,mean_temperature_c,max_temperature_c,min_temperature_c,mean_vapor_pressure_hpa,mean_relative_humidity_pct,min_relative_humidity_pct,thi_daily_mean,temperature_quality_mark,humidity_quality_mark,source_kind,source_url
2020-05-01,千葉,45,47682,19.9,23.0,17.3,14.4,63.0,49.0,65.82,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-02,千葉,45,47682,20.5,25.0,15.9,16.0,68.0,46.0,66.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-03,千葉,45,47682,21.0,25.3,18.6,15.7,64.0,42.0,67.46,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-04,千葉,45,47682,19.3,20.5,17.7,18.4,82.0,58.0,65.87,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-05,千葉,45,47682,20.7,27.7,16.9,17.6,74.0,46.0,67.65,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-06,千葉,45,47682,16.5,18.9,15.0,16.3,87.0,71.0,61.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-07,千葉,45,47682,16.5,21.5,13.4,10.6,58.0,27.0,60.85,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-08,千葉,45,47682,16.5,21.8,12.2,9.3,50.0,27.0,60.68,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-09,千葉,45,47682,18.6,21.7,15.3,12.4,58.0,43.0,63.75,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-10,千葉,45,47682,21.3,23.8,18.7,21.1,83.0,68.0,69.19,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-11,千葉,45,47682,22.3,26.5,19.5,20.3,76.0,48.0,70.27,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-12,千葉,45,47682,21.7,26.6,18.5,19.1,74.0,57.0,69.19,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-13,千葉,45,47682,22.0,27.1,18.3,15.3,59.0,33.0,68.53,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-14,千葉,45,47682,20.7,24.6,16.5,9.8,40.0,21.0,65.54,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-15,千葉,45,47682,22.0,25.9,18.4,12.1,46.0,22.0,67.56,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-16,千葉,45,47682,19.1,21.9,17.0,17.9,82.0,45.0,65.55,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-17,千葉,45,47682,21.0,26.0,17.0,17.8,73.0,50.0,68.05,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-18,千葉,45,47682,20.2,21.8,18.5,19.7,83.0,71.0,67.39,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-19,千葉,45,47682,19.3,21.3,15.6,19.9,88.0,77.0,66.16,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-20,千葉,45,47682,13.3,15.6,11.6,12.3,80.0,68.0,56.17,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-21,千葉,45,47682,13.9,15.8,11.5,12.3,78.0,72.0,57.14,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-22,千葉,45,47682,15.2,17.4,13.2,15.5,89.0,82.0,59.28,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-23,千葉,45,47682,18.3,21.8,15.6,17.3,83.0,58.0,64.29,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-24,千葉,45,47682,20.7,25.3,16.8,17.1,71.0,50.0,67.46,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-25,千葉,45,47682,21.4,25.0,18.7,16.7,66.0,45.0,68.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-26,千葉,45,47682,21.4,24.1,19.4,20.3,80.0,61.0,69.14,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-27,千葉,45,47682,22.1,26.3,19.6,20.0,76.0,52.0,69.96,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-28,千葉,45,47682,20.4,24.5,17.3,14.1,59.0,31.0,66.3,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-29,千葉,45,47682,20.7,25.6,15.8,15.0,62.0,40.0,66.91,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-30,千葉,45,47682,22.0,26.0,18.3,17.5,67.0,42.0,69.13,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-05-31,千葉,45,47682,21.7,24.6,19.3,16.6,65.0,39.0,68.55,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=5&day=&view=a2
2020-06-01,千葉,45,47682,20.8,22.7,18.5,19.0,77.0,65.0,67.99,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-02,千葉,45,47682,22.8,25.5,19.9,21.5,78.0,59.0,71.22,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-03,千葉,45,47682,23.8,28.5,20.8,21.9,75.0,53.0,72.52,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-04,千葉,45,47682,23.7,29.4,20.0,21.7,75.0,43.0,72.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-05,千葉,45,47682,24.7,27.9,21.4,21.8,71.0,51.0,73.52,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-06,千葉,45,47682,24.6,29.2,20.1,21.7,71.0,49.0,73.36,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-07,千葉,45,47682,21.8,26.7,19.2,16.7,65.0,41.0,68.69,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-08,千葉,45,47682,23.1,27.6,19.3,19.9,71.0,49.0,71.09,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-09,千葉,45,47682,25.4,29.6,22.0,20.7,65.0,42.0,73.92,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-10,千葉,45,47682,25.6,29.0,22.8,21.2,65.0,47.0,74.21,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-11,千葉,45,47682,25.8,30.0,23.2,25.4,77.0,58.0,75.85,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-12,千葉,45,47682,25.8,29.8,23.3,26.7,81.0,62.0,76.3,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-13,千葉,45,47682,21.5,24.4,19.5,24.0,93.0,89.0,70.21,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-14,千葉,45,47682,22.3,24.9,20.2,25.0,93.0,86.0,71.6,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-15,千葉,45,47682,26.8,32.0,22.9,24.5,71.0,45.0,76.69,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-16,千葉,45,47682,25.3,28.6,22.3,20.4,64.0,47.0,73.67,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-17,千葉,45,47682,23.5,28.0,20.3,16.8,59.0,37.0,70.62,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-18,千葉,45,47682,22.7,26.0,20.2,20.9,76.0,58.0,70.9,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-19,千葉,45,47682,19.3,21.4,18.0,20.6,92.0,77.0,66.36,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-20,千葉,45,47682,22.9,26.9,18.3,19.2,70.0,56.0,70.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-21,千葉,45,47682,22.9,25.8,20.7,19.5,70.0,57.0,70.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-22,千葉,45,47682,19.6,21.2,18.1,20.8,91.0,85.0,66.82,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-23,千葉,45,47682,22.0,27.4,17.4,21.6,83.0,49.0,70.33,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-24,千葉,45,47682,21.7,24.4,19.0,21.5,83.0,67.0,69.84,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-25,千葉,45,47682,20.2,22.9,18.4,21.3,90.0,80.0,67.79,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-26,千葉,45,47682,24.3,30.1,19.6,25.4,84.0,67.0,74.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-27,千葉,45,47682,25.0,29.8,21.2,25.3,80.0,64.0,74.91,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-28,千葉,45,47682,22.8,24.5,21.2,23.8,86.0,72.0,71.88,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-29,千葉,45,47682,24.4,28.6,21.0,21.7,71.0,51.0,73.06,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-06-30,千葉,45,47682,25.5,28.9,22.0,26.1,80.0,60.0,75.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=6&day=&view=a2
2020-07-01,千葉,45,47682,26.1,27.9,23.0,27.2,81.0,70.0,76.79,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-02,千葉,45,47682,26.1,29.8,22.8,21.8,66.0,48.0,75.06,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-03,千葉,45,47682,24.0,28.2,20.8,21.7,74.0,53.0,72.74,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-04,千葉,45,47682,25.4,28.4,20.4,27.0,84.0,65.0,75.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-05,千葉,45,47682,25.9,28.5,24.6,26.7,80.0,69.0,76.35,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-06,千葉,45,47682,26.0,28.1,23.6,27.8,83.0,69.0,76.86,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-07,千葉,45,47682,27.6,29.2,26.8,29.5,80.0,72.0,79.08,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-08,千葉,45,47682,26.2,30.1,23.9,27.4,81.0,60.0,76.95,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-09,千葉,45,47682,25.3,28.3,22.9,26.5,83.0,63.0,75.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-10,千葉,45,47682,26.8,29.6,24.3,27.4,78.0,57.0,77.55,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-11,千葉,45,47682,27.7,30.4,26.2,29.9,81.0,68.0,79.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-12,千葉,45,47682,25.5,31.9,19.5,25.9,79.0,55.0,75.6,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-13,千葉,45,47682,20.9,24.5,18.8,20.8,85.0,62.0,68.66,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-14,千葉,45,47682,24.1,27.2,21.8,25.9,86.0,67.0,74.04,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-15,千葉,45,47682,20.4,22.1,18.4,21.4,89.0,81.0,68.07,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-16,千葉,45,47682,20.5,24.6,17.7,19.8,83.0,65.0,67.88,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-17,千葉,45,47682,19.4,20.4,18.2,20.7,92.0,86.0,66.53,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-18,千葉,45,47682,20.7,22.8,19.2,23.2,95.0,91.0,68.95,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-19,千葉,45,47682,24.4,27.1,21.8,26.5,87.0,67.0,74.64,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-20,千葉,45,47682,26.4,31.4,22.4,26.4,78.0,56.0,76.92,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-21,千葉,45,47682,25.1,29.2,21.6,26.4,83.0,69.0,75.39,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-22,千葉,45,47682,26.0,28.0,24.4,29.4,88.0,80.0,77.43,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-23,千葉,45,47682,24.2,25.9,23.0,27.0,89.0,83.0,74.5,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-24,千葉,45,47682,25.4,28.0,22.8,26.6,82.0,66.0,75.77,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-25,千葉,45,47682,25.8,28.1,23.0,29.5,89.0,79.0,77.2,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-26,千葉,45,47682,26.3,30.7,23.3,29.5,87.0,58.0,77.81,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-27,千葉,45,47682,27.3,31.2,24.4,28.8,79.0,63.0,78.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-28,千葉,45,47682,27.3,30.7,25.1,30.0,83.0,71.0,78.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-29,千葉,45,47682,22.8,26.6,21.2,22.2,80.0,67.0,71.39,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-30,千葉,45,47682,22.5,25.3,20.5,22.4,82.0,71.0,71.06,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-07-31,千葉,45,47682,24.7,28.6,21.5,25.7,83.0,64.0,74.73,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=7&day=&view=a2
2020-08-01,千葉,45,47682,25.9,30.5,22.9,24.0,73.0,49.0,75.56,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-02,千葉,45,47682,26.4,31.9,22.8,23.0,68.0,42.0,75.73,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-03,千葉,45,47682,27.2,32.6,22.5,24.7,70.0,47.0,77.17,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-04,千葉,45,47682,28.0,31.8,24.9,27.6,73.0,56.0,78.78,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-05,千葉,45,47682,28.6,32.9,25.7,28.7,74.0,55.0,79.84,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-06,千葉,45,47682,28.6,33.2,25.7,28.4,73.0,54.0,79.7,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-07,千葉,45,47682,29.4,32.5,26.6,28.4,70.0,56.0,80.48,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-08,千葉,45,47682,28.2,33.0,25.2,28.0,74.0,56.0,79.22,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-09,千葉,45,47682,29.4,33.0,24.9,28.5,70.0,56.0,80.48,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-10,千葉,45,47682,30.2,34.2,27.8,30.3,71.0,54.0,81.84,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-11,千葉,45,47682,31.1,34.6,28.7,30.2,67.0,53.0,82.54,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-12,千葉,45,47682,30.6,33.9,28.4,31.1,71.0,58.0,82.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-13,千葉,45,47682,30.8,35.3,28.1,29.5,67.0,45.0,82.1,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
2020-08-14,千葉,45,47682,30.0,34.6,26.7,29.3,70.0,44.0,81.38,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2020&month=8&day=&view=a2
